DateTime,load,PV,EV
2021-01-01 00:00:00,630.7207743,0.3444,0
2021-01-01 00:15:00,1745.952799,0.4545,0
2021-01-01 00:30:00,3175.731736,0.4296,0
2021-01-01 00:45:00,3442.961391,0.4824,0
2021-01-01 01:00:00,3696.101586,0.5355,0
2021-01-01 01:15:00,1781.056333,0.5568,0
2021-01-01 01:30:00,909.3472885,0.5871,0
2021-01-01 01:45:00,664.4874417,0.6198,0
2021-01-01 02:00:00,774.6461536,0.6408,0
2021-01-01 02:15:00,1798.509405,0.6054,0
2021-01-01 02:30:00,4304.409644,0.6888,0
2021-01-01 02:45:00,3232.460293,0.6663,0
2021-01-01 03:00:00,1436.339738,0.7074,0
2021-01-01 03:15:00,690.615603,0.7404,0
2021-01-01 03:30:00,573.2182454,0.6645,0
2021-01-01 03:45:00,911.6023056,0.7056,0
2021-01-01 04:00:00,1318.578549,0.7026,0.00E+00
2021-01-01 04:15:00,2730.859776,0.7008,0
2021-01-01 04:30:00,3250.076405,0.6963,0
2021-01-01 04:45:00,2985.105165,0.6816,0
2021-01-01 05:00:00,2683.712426,0.6546,0
2021-01-01 05:15:00,2067.676587,0.6762,0
2021-01-01 05:30:00,2582.726448,0.6603,0
2021-01-01 05:45:00,1855.545166,0.6729,0
2021-01-01 06:00:00,1173.232216,0.6462,0
2021-01-01 06:15:00,637.526956,0.6306,0
2021-01-01 06:30:00,490.6532888,0.4836,0
2021-01-01 06:45:00,533.3918993,0.5079,0
2021-01-01 07:00:00,536.6010564,0.5568,0
2021-01-01 07:15:00,459.2548678,0.4701,0
2021-01-01 07:30:00,392.051029,0.3858,0
2021-01-01 07:45:00,428.2185839,0.2868,0
2021-01-01 08:00:00,502.5049003,0.1401,0
2021-01-01 08:15:00,443.1317937,0.0942,0
2021-01-01 08:30:00,463.677336,0.0738,0
2021-01-01 08:45:00,412.0697324,0.0408,0
2021-01-01 09:00:00,470.1763676,0.0189,0
2021-01-01 09:15:00,422.5295862,0,0
2021-01-01 09:30:00,536.1891998,0,0
2021-01-01 09:45:00,433.3841352,0,0
2021-01-01 10:00:00,507.5468989,0,0
2021-01-01 10:15:00,382.9555042,0,0
2021-01-01 10:30:00,516.8758299,0,0
2021-01-01 10:45:00,574.2530699,0,0
2021-01-01 11:00:00,422.8316265,0,0
2021-01-01 11:15:00,522.0224957,0,0
2021-01-01 11:30:00,425.8777802,0,0
2021-01-01 11:45:00,442.1278413,0,0
2021-01-01 12:00:00,410.4823052,0,0
2021-01-01 12:15:00,396.1354179,0,0
2021-01-01 12:30:00,392.5092324,0,0
2021-01-01 12:45:00,481.5989491,0,0
2021-01-01 13:00:00,485.638744,0,0
2021-01-01 13:15:00,352.3739895,0,0
2021-01-01 13:30:00,442.9515755,0,0
2021-01-01 13:45:00,375.3273014,0,0
2021-01-01 14:00:00,379.3687882,0,0
2021-01-01 14:15:00,362.3361616,0,0
2021-01-01 14:30:00,485.8806952,0,0
2021-01-01 14:45:00,398.2462758,0,0
2021-01-01 15:00:00,331.2311989,0,0
2021-01-01 15:15:00,374.0830836,0,0
2021-01-01 15:30:00,328.9230014,0,0
2021-01-01 15:45:00,405.8298888,0,0
2021-01-01 16:00:00,987.5841745,0,1.80E+04
2021-01-01 16:15:00,1177.982482,0,1
2021-01-01 16:30:00,617.7330843,0,1
2021-01-01 16:45:00,640.0599769,0,1
2021-01-01 17:00:00,618.6151416,0,1
2021-01-01 17:15:00,498.8375344,0,1
2021-01-01 17:30:00,544.5347796,0,1
2021-01-01 17:45:00,547.0574689,0,1
2021-01-01 18:00:00,546.5752352,0,1
2021-01-01 18:15:00,496.5155995,0,1
2021-01-01 18:30:00,438.0777712,0,1
2021-01-01 18:45:00,426.9211635,0,1
2021-01-01 19:00:00,387.6199758,0,1
2021-01-01 19:15:00,429.5142518,0,1
2021-01-01 19:30:00,476.7783113,0,1
2021-01-01 19:45:00,541.9210899,0,1
2021-01-01 20:00:00,492.8533672,0,1
2021-01-01 20:15:00,504.677537,0,1
2021-01-01 20:30:00,448.9271643,0.0096,1
2021-01-01 20:45:00,500.325425,0.015,1
2021-01-01 21:00:00,540.0333396,0.0171,1
2021-01-01 21:15:00,550.1533891,0.0246,1
2021-01-01 21:30:00,444.8530764,0.0495,1
2021-01-01 21:45:00,471.8770366,0.0795,1
2021-01-01 22:00:00,450.7188149,0.0774,1
2021-01-01 22:15:00,448.117149,0.0441,1
2021-01-01 22:30:00,479.3490835,0.1074,1
2021-01-01 22:45:00,419.4062267,0.1476,1
2021-01-01 23:00:00,408.4435521,0.2076,1
2021-01-01 23:15:00,478.863424,0.2322,1
2021-01-01 23:30:00,377.4638832,0.2847,1
2021-01-01 23:45:00,396.238386,0.3522,1
