DateTime,load,PV,EV
2021-01-01 00:00:00,1829.652111,0.1722,0
2021-01-01 00:15:00,1229.567778,0.22725,0
2021-01-01 00:30:00,726.1704861,0.2148,0
2021-01-01 00:45:00,786.1356531,0.2412,0
2021-01-01 01:00:00,1374.697875,0.26775,0
2021-01-01 01:15:00,999.3740239,0.2784,0
2021-01-01 01:30:00,2514.400257,0.29355,0
2021-01-01 01:45:00,4836.51016,0.3099,0
2021-01-01 02:00:00,3558.783333,0.3204,0
2021-01-01 02:15:00,988.3564301,0.3027,0
2021-01-01 02:30:00,519.4989438,0.3444,0
2021-01-01 02:45:00,516.6252511,0.33315,0
2021-01-01 03:00:00,495.2302022,0.3537,0
2021-01-01 03:15:00,521.2974436,0.3702,0
2021-01-01 03:30:00,479.3122113,0.33225,0
2021-01-01 03:45:00,529.650714,0.3528,0
2021-01-01 04:00:00,628.428037,0.3513,3.60E+04
2021-01-01 04:15:00,542.3629929,0.3504,1
2021-01-01 04:30:00,432.9808293,0.34815,1
2021-01-01 04:45:00,454.3038356,0.3408,1
2021-01-01 05:00:00,605.2052869,0.3273,1
2021-01-01 05:15:00,626.4836188,0.3381,1
2021-01-01 05:30:00,827.5889145,0.33015,1
2021-01-01 05:45:00,1888.053052,0.33645,1
2021-01-01 06:00:00,972.1080646,0.3231,1
2021-01-01 06:15:00,840.8246031,0.3153,1
2021-01-01 06:30:00,1544.533459,0.2418,1
2021-01-01 06:45:00,1631.731123,0.25395,1
2021-01-01 07:00:00,614.1188857,0.2784,1
2021-01-01 07:15:00,548.6569353,0.23505,1
2021-01-01 07:30:00,524.8644131,0.1929,1
2021-01-01 07:45:00,601.8056222,0.1434,1
2021-01-01 08:00:00,610.4017504,0.07005,1
2021-01-01 08:15:00,660.5532016,0.0471,1
2021-01-01 08:30:00,715.9766373,0.0369,1
2021-01-01 08:45:00,735.1536083,0.0204,1
2021-01-01 09:00:00,839.8695783,0.00945,1
2021-01-01 09:15:00,817.811219,0,1
2021-01-01 09:30:00,775.4012456,0,1
2021-01-01 09:45:00,676.2086518,0,1
2021-01-01 10:00:00,723.1638302,0,1
2021-01-01 10:15:00,692.3445933,0,1
2021-01-01 10:30:00,677.1233503,0,1
2021-01-01 10:45:00,732.3906281,0,1
2021-01-01 11:00:00,918.7860319,0,1
2021-01-01 11:15:00,979.7414221,0,1
2021-01-01 11:30:00,841.5582733,0,1
2021-01-01 11:45:00,788.9458482,0,1
2021-01-01 12:00:00,775.2296173,0,1
2021-01-01 12:15:00,823.3972563,0,1
2021-01-01 12:30:00,857.1845301,0,1
2021-01-01 12:45:00,754.4343678,0,1
2021-01-01 13:00:00,705.9406711,0,1
2021-01-01 13:15:00,624.8618891,0,1
2021-01-01 13:30:00,680.3076512,0,1
2021-01-01 13:45:00,647.0000261,0,1
2021-01-01 14:00:00,616.8338113,0,1
2021-01-01 14:15:00,547.0480302,0,1
2021-01-01 14:30:00,463.7168237,0,1
2021-01-01 14:45:00,464.5448597,0,1
2021-01-01 15:00:00,433.8526507,0,1
2021-01-01 15:15:00,420.7233394,0,1
2021-01-01 15:30:00,443.9126189,0,1
2021-01-01 15:45:00,397.9330763,0,1
2021-01-01 16:00:00,424.2800372,0,1
2021-01-01 16:15:00,493.1888734,0,1
2021-01-01 16:30:00,475.2063322,0,1
2021-01-01 16:45:00,391.1260334,0,1
2021-01-01 17:00:00,376.715653,0,1
2021-01-01 17:15:00,382.9855449,0,1
2021-01-01 17:30:00,400.5544738,0,1
2021-01-01 17:45:00,446.3615459,0,1
2021-01-01 18:00:00,398.4779478,0,1
2021-01-01 18:15:00,403.6829982,0,1
2021-01-01 18:30:00,421.6586373,0,1
2021-01-01 18:45:00,438.8156979,0,1
2021-01-01 19:00:00,364.7816569,0,1
2021-01-01 19:15:00,415.2626062,0,1
2021-01-01 19:30:00,443.020219,0,1
2021-01-01 19:45:00,485.884994,0,1
2021-01-01 20:00:00,540.3868759,0,1
2021-01-01 20:15:00,509.7161027,0,1
2021-01-01 20:30:00,460.8199757,0.0048,1
2021-01-01 20:45:00,513.1758398,0.0075,1
2021-01-01 21:00:00,432.2429074,0.00855,1
2021-01-01 21:15:00,400.8427752,0.0123,1
2021-01-01 21:30:00,518.491569,0.02475,1
2021-01-01 21:45:00,470.6259841,0.03975,1
2021-01-01 22:00:00,421.5359287,0.0387,1
2021-01-01 22:15:00,945.2213943,0.02205,1
2021-01-01 22:30:00,1663.568871,0.0537,1
2021-01-01 22:45:00,721.1576458,0.0738,1
2021-01-01 23:00:00,607.2337478,0.1038,1
2021-01-01 23:15:00,1123.720871,0.1161,1
2021-01-01 23:30:00,1983.319994,0.14235,1
2021-01-01 23:45:00,1106.342436,0.1761,1
