DateTime,load,PV,EV
2021-01-01 00:00:00,1229.212553,0.3444,0
2021-01-01 00:15:00,1014.94793,0.4545,0
2021-01-01 00:30:00,643.7960048,0.4296,0
2021-01-01 00:45:00,853.0220267,0.4824,0
2021-01-01 01:00:00,910.3718333,0.5355,0
2021-01-01 01:15:00,973.2201183,0.5568,0
2021-01-01 01:30:00,1370.546557,0.5871,0
2021-01-01 01:45:00,786.7706464,0.6198,0
2021-01-01 02:00:00,538.4030022,0.6408,0
2021-01-01 02:15:00,603.9164712,0.6054,0
2021-01-01 02:30:00,691.1750629,0.6888,0
2021-01-01 02:45:00,525.6521313,0.6663,0
2021-01-01 03:00:00,444.7398056,0.7074,0
2021-01-01 03:15:00,404.2355955,0.7404,0
2021-01-01 03:30:00,359.4616148,0.6645,0
2021-01-01 03:45:00,467.3721981,0.7056,0
2021-01-01 04:00:00,699.228874,0.7026,0.00E+00
2021-01-01 04:15:00,730.0781363,0.7008,0
2021-01-01 04:30:00,555.847518,0.6963,0
2021-01-01 04:45:00,460.9452586,0.6816,0
2021-01-01 05:00:00,357.3164697,0.6546,0
2021-01-01 05:15:00,380.7073713,0.6762,0
2021-01-01 05:30:00,411.3008938,0.6603,0
2021-01-01 05:45:00,388.7903875,0.6729,0
2021-01-01 06:00:00,637.7843803,0.6462,0
2021-01-01 06:15:00,1687.020691,0.6306,0
2021-01-01 06:30:00,1296.77849,0.4836,0
2021-01-01 06:45:00,987.4469027,0.5079,0
2021-01-01 07:00:00,971.933016,0.5568,0
2021-01-01 07:15:00,891.4291259,0.4701,0
2021-01-01 07:30:00,756.8241001,0.3858,0
2021-01-01 07:45:00,792.6226491,0.2868,0
2021-01-01 08:00:00,836.1077979,0.1401,0
2021-01-01 08:15:00,449.0009765,0.0942,0
2021-01-01 08:30:00,513.4280982,0.0738,0
2021-01-01 08:45:00,518.5215939,0.0408,0
2021-01-01 09:00:00,583.2421744,0.0189,0
2021-01-01 09:15:00,781.0387575,0,0
2021-01-01 09:30:00,947.4094616,0,0
2021-01-01 09:45:00,1046.868048,0,0
2021-01-01 10:00:00,625.8366539,0,0
2021-01-01 10:15:00,542.0326351,0,0
2021-01-01 10:30:00,556.0826543,0,0
2021-01-01 10:45:00,661.158132,0,0
2021-01-01 11:00:00,849.6824478,0,0
2021-01-01 11:15:00,705.3657679,0,0
2021-01-01 11:30:00,695.026084,0,0
2021-01-01 11:45:00,763.4826833,0,0
2021-01-01 12:00:00,690.9502501,0,4.20E+04
2021-01-01 12:15:00,750.7832808,0,1
2021-01-01 12:30:00,739.8103286,0,1
2021-01-01 12:45:00,709.3386305,0,1
2021-01-01 13:00:00,769.5526735,0,1
2021-01-01 13:15:00,769.1373598,0,1
2021-01-01 13:30:00,911.3688955,0,1
2021-01-01 13:45:00,647.789447,0,1
2021-01-01 14:00:00,585.1471169,0,1
2021-01-01 14:15:00,495.5940347,0,1
2021-01-01 14:30:00,493.5604079,0,1
2021-01-01 14:45:00,473.9278242,0,1
2021-01-01 15:00:00,508.9095188,0,1
2021-01-01 15:15:00,525,0,1
2021-01-01 15:30:00,522.4772804,0,1
2021-01-01 15:45:00,476.9499272,0,1
2021-01-01 16:00:00,315.8203273,0,1
2021-01-01 16:15:00,315.8203029,0,1
2021-01-01 16:30:00,355.6775482,0,1
2021-01-01 16:45:00,383.2815804,0,1
2021-01-01 17:00:00,352.5284261,0,1
2021-01-01 17:15:00,352.4597888,0,1
2021-01-01 17:30:00,324.1264069,0,1
2021-01-01 17:45:00,320.3337597,0,1
2021-01-01 18:00:00,325.653766,0,1
2021-01-01 18:15:00,336.1633684,0,1
2021-01-01 18:30:00,348.1179662,0,1
2021-01-01 18:45:00,440.3911278,0,1
2021-01-01 19:00:00,372.6827316,0,1
2021-01-01 19:15:00,371.5174749,0,1
2021-01-01 19:30:00,411.929011,0,1
2021-01-01 19:45:00,448.4689587,0,1
2021-01-01 20:00:00,474.9369117,0,1
2021-01-01 20:15:00,548.0288179,0,1
2021-01-01 20:30:00,640.4752747,0.0096,1
2021-01-01 20:45:00,611.9462668,0.015,1
2021-01-01 21:00:00,568.4868529,0.0171,1
2021-01-01 21:15:00,515.7775011,0.0246,1
2021-01-01 21:30:00,418.3902594,0.0495,1
2021-01-01 21:45:00,476.790343,0.0795,1
2021-01-01 22:00:00,585.6104584,0.0774,1
2021-01-01 22:15:00,683.0645961,0.0441,1
2021-01-01 22:30:00,781.9517552,0.1074,1
2021-01-01 22:45:00,1235.795634,0.1476,1
2021-01-01 23:00:00,2218.838909,0.2076,1
2021-01-01 23:15:00,1691.372821,0.2322,1
2021-01-01 23:30:00,697.5745275,0.2847,1
2021-01-01 23:45:00,864.8496193,0.3522,1
